"Feature ID","Application Name","Type","T-Shirt Size","Option","Prioritised, Awaiting Analysis","Analysis Completed","Development Started","Systest Ready","Systest OK","In UAT","Ready For Release","In Production","Lead Time","Cycle Time","Development Cycle Time"
"C-52","Project C","Bug",,"03/12/2009","10/12/2009","10/12/2009","10/12/2009",,,"15/12/2009",,,0,0,0
,,,,,,,,,,,,,,,
"C-53","Project C","Bug",,"03/12/2009","14/01/2010","14/01/2010","14/01/2010",,,"14/01/2010",,,0,0,0
,,,,,,,,,,,,,,,
"C-55","Project C","Bug",,"09/12/2009","14/12/2009","14/12/2009","14/12/2009",,,"15/12/2009",,,0,0,0
,,,,,,,,,,,,,,,
"C-57","Project C","MMF","M","11/12/2009","08/02/2010","08/02/2010","08/02/2010",,,"02/03/2010",,,0,0,0
,,,,,,,,,,,,,,,
"C-58","Project C","Bug",,"11/12/2009","14/12/2009","14/12/2009","14/12/2009",,,"04/05/2010",,,0,0,0
,,,,,,,,,,,,,,,
"C-60","Project C","Bug",,"14/12/2009","14/12/2009","14/12/2009","14/12/2009",,,"15/12/2009",,,0,0,0
,,,,,,,,,,,,,,,
"C-61","Project C","Bug",,"14/12/2009","22/12/2009","22/12/2009","12/01/2010",,,"14/01/2010",,,0,0,0
,,,,,,,,,,,,,,,
"C-67","Project C","Bug",,"11/01/2010","12/01/2010","12/01/2010","12/01/2010",,,"03/03/2010",,,0,0,0
,,,,,,,,,,,,,,,
"C-68","Project C","Bug",,"18/01/2010","18/01/2010","18/01/2010","18/01/2010",,,,,,0,0,0
,,,,,,,,,,,,,,,
"C-73","Project C","Bug",,"27/01/2010","28/01/2010","28/01/2010","28/01/2010",,,"30/01/2010",,,0,0,0
,,,,,,,,,,,,,,,
"C-74","Project C","Bug",,"27/01/2010","11/03/2010","11/03/2010","11/03/2010",,,"11/03/2010",,,0,0,0
,,,,,,,,,,,,,,,
"C-77","Project C","Bug",,"05/02/2010","05/02/2010","05/02/2010","05/02/2010",,,"05/02/2010",,,0,0,0
,,,,,,,,,,,,,,,
"C-78","Project C","Bug",,"08/02/2010","08/02/2010","08/02/2010","22/02/2010",,,"09/03/2010",,,0,0,0
,,,,,,,,,,,,,,,
"C-80","Project C","Bug",,"26/02/2010","11/03/2010","11/03/2010","11/03/2010",,,"11/03/2010",,,0,0,0
,,,,,,,,,,,,,,,
"C-82","Project C","Bug",,"09/03/2010","09/03/2010","09/03/2010","09/03/2010",,,"09/03/2010",,,0,0,0
,,,,,,,,,,,,,,,
"C-86","Project C","MMF","S","07/05/2010","26/05/2010","26/05/2010","26/05/2010",,,,,,0,0,0
,,,,,,,,,,,,,,,
"C-87","Project C","Bug",,"13/05/2010","17/05/2010","17/05/2010","17/05/2010",,,"18/05/2010",,,0,0,0
,,,,,,,,,,,,,,,
"C-88","Project C","Bug",,"25/05/2010","25/05/2010","25/05/2010","25/05/2010",,,"27/05/2010",,,0,0,0
,,,,,,,,,,,,,,,
"C-102","Project C","MMF","S","20/07/2010","20/07/2010","20/07/2010","02/08/2010",,,,,,0,0,0
,,,,,,,,,,,,,,,
"C-103","Project C","MMF","S","22/07/2010","02/08/2010","02/08/2010","02/08/2010",,,"02/08/2010",,,0,0,0
,,,,,,,,,,,,,,,
"C-104","Project C","Bug",,"02/08/2010","02/08/2010","02/08/2010","02/08/2010",,,"09/08/2010",,,0,0,0
,,,,,,,,,,,,,,,
"C-106","Project C","MMF","S","03/08/2010","05/08/2010","05/08/2010","05/08/2010",,,"05/08/2010",,,0,0,0
,,,,,,,,,,,,,,,
"S-12","Project S","Bug",,"25/10/2009",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-13","Project S","Bug",,"03/12/2009",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-14","Project S","Bug",,"11/12/2009",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-15","Project S","Bug",,"14/12/2009",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-17","Project S","MMF","L","07/01/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-18","Project S","MMF",,"13/01/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-19","Project S","Bug",,"27/01/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-20","Project S","Bug",,"02/02/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-22","Project S","Bug",,"12/02/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-37","Project S","Bug",,"20/02/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-21","Project S","MMF","M","04/03/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-23","Project S","Bug",,"25/03/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-26","Project S","Bug",,"30/03/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-25","Project S","Bug",,"31/03/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-29","Project S","MMF",,"12/04/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-30","Project S","Bug",,"11/05/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-31","Project S","MMF",,"11/05/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-34","Project S","MMF",,"12/05/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-36","Project S","MMF","S","12/05/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-38","Project S","Bug",,"13/05/2010",,,,,,,,"28/09/2011",360,0,0
,,,,,,,,,,,,,,,
"S-39","Project S","Bug",,"18/05/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-40","Project S","MMF",,"01/06/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-50","Project S","MMF",,"22/06/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-54","Project S","MMF","M","02/07/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-55","Project S","MMF","M","02/07/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-57","Project S","MMF","S","02/07/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-58","Project S","MMF","S","02/07/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-63","Project S","Bug",,"27/07/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-74","Project S","Bug",,"04/08/2010","15/09/2010","15/09/2010","15/09/2010","08/10/2010","08/10/2010","08/10/2010","08/10/2010","13/10/2010",51,21,18
,,,,,,,,,,,,,,,
"S-75","Project S","Bug",,"13/08/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-35","Project S","MMF","S","12/05/2010","21/06/2010",,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-47","Project S","Bug",,"17/06/2010","18/06/2010",,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-48","Project S","Bug",,"22/06/2010","26/10/2010","26/10/2010","26/10/2010","18/01/2011","18/01/2011","18/01/2011","18/01/2011","18/01/2011",151,61,61
,,,,,,,,,,,,,,,
"S-59","Project S","Bug",,"21/07/2010","03/08/2010",,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-62","Project S","MMF","S","22/07/2010","22/07/2010",,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-70","Project S","MMF",,"03/08/2010","03/08/2010",,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-71","Project S","MMF","S","03/08/2010","03/08/2010",,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-72","Project S","MMF","L","03/08/2010","03/08/2010",,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-73","Project S","MMF","L","03/08/2010","03/08/2010",,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-76","Project S","Bug",,"17/08/2010","17/08/2010","01/09/2010","01/09/2010","02/09/2010","02/09/2010","02/09/2010","06/09/2010","04/01/2012",362,351,2
,,,,,,,,,,,,,,,
"S-41","Project S","Bug",,"17/06/2010","18/06/2010","18/06/2010",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-42","Project S","Bug",,"17/06/2010","18/06/2010","18/06/2010",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-43","Project S","Bug",,"17/06/2010","18/06/2010","18/06/2010",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-44","Project S","Bug",,"17/06/2010","18/06/2010","18/06/2010",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-45","Project S","Bug",,"17/06/2010","18/06/2010","18/06/2010",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-46","Project S","Bug",,"17/06/2010","18/06/2010","18/06/2010",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-60","Project S","Bug",,"22/07/2010","22/07/2010","22/07/2010","26/08/2010","03/12/2010","03/12/2010","03/12/2010","03/12/2010","03/12/2010",97,72,72
,,,,,,,,,,,,,,,
"S-8","Project S","Bug",,"03/11/2009","06/11/2009","06/11/2009","06/11/2009","03/12/2010","03/12/2010","03/12/2010","03/12/2010","03/12/2010",284,281,281
,,,,,,,,,,,,,,,
"S-10","Project S","MMF",,"06/11/2009","09/11/2009","09/11/2009","03/12/2009","03/12/2010","03/12/2010","03/12/2010","03/12/2010","03/12/2010",281,262,262
,,,,,,,,,,,,,,,
"S-61","Project S","MMF",,"22/07/2010","22/07/2010","22/07/2010","22/07/2010","03/12/2010","03/12/2010","03/12/2010","03/12/2010","03/12/2010",97,97,97
,,,,,,,,,,,,,,,
"S-27","Project S","Bug",,"13/04/2010","13/04/2010","13/04/2010","13/04/2010",,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-24","Project S","Bug",,"30/03/2010","06/04/2010","06/04/2010","06/04/2010",,,"26/08/2010",,,0,0,0
,,,,,,,,,,,,,,,
"S-52","Project S","Bug",,"01/07/2010","24/08/2010","24/08/2010","24/08/2010","24/08/2010",,"26/08/2010",,,0,0,0
,,,,,,,,,,,,,,,
"S-5","Project S","MMF",,"26/10/2009","02/11/2009","02/11/2009","02/11/2009",,,"02/11/2009",,"04/01/2012",573,568,0
,,,,,,,,,,,,,,,
"S-68","Project S","MMF",,"03/08/2010","03/08/2010","03/08/2010","05/08/2010",,,"05/08/2010",,"04/01/2012",372,370,0
,,,,,,,,,,,,,,,
"S-1","Project S","Bug",,"20/10/2009","02/11/2009","02/11/2009","02/11/2009",,,"02/11/2009",,,0,0,0
,,,,,,,,,,,,,,,
"S-2","Project S","MMF",,"22/10/2009","02/11/2009","02/11/2009","02/11/2009",,,"02/11/2009",,,0,0,0
,,,,,,,,,,,,,,,
"S-3","Project S","Bug",,"23/10/2009","02/11/2009","02/11/2009","02/11/2009",,,"02/11/2009",,,0,0,0
,,,,,,,,,,,,,,,
"S-4","Project S","MMF",,"23/10/2009","02/11/2009","02/11/2009","02/11/2009",,,"02/11/2009",,,0,0,0
,,,,,,,,,,,,,,,
"S-6","Project S","Bug",,"26/10/2009","02/11/2009","02/11/2009","02/11/2009",,,"02/11/2009",,,0,0,0
,,,,,,,,,,,,,,,
"S-7","Project S","MMF",,"26/10/2009","02/11/2009","02/11/2009","02/11/2009",,,"02/11/2009",,,0,0,0
,,,,,,,,,,,,,,,
"S-9","Project S","MMF",,"04/11/2009","09/11/2009","09/11/2009","09/11/2009",,,"09/11/2009",,,0,0,0
,,,,,,,,,,,,,,,
"S-11","Project S","MMF",,"13/11/2009","17/11/2009","17/11/2009","17/11/2009",,,"17/11/2009",,,0,0,0
,,,,,,,,,,,,,,,
"S-16","Project S","Bug",,"17/12/2009","17/12/2009","17/12/2009","17/12/2009",,,"17/12/2009",,,0,0,0
,,,,,,,,,,,,,,,
"S-32","Project S","MMF","M","12/05/2010","25/05/2010","25/05/2010","16/06/2010",,,"21/06/2010",,,0,0,0
,,,,,,,,,,,,,,,
"S-33","Project S","MMF","S","12/05/2010","16/06/2010","16/06/2010","16/06/2010",,,"21/06/2010",,,0,0,0
,,,,,,,,,,,,,,,
"S-51","Project S","Bug",,"22/06/2010","23/06/2010","23/06/2010","23/06/2010",,,"23/06/2010",,,0,0,0
,,,,,,,,,,,,,,,
"S-53","Project S","MMF","M","02/07/2010","12/07/2010","12/07/2010","12/07/2010",,,"22/07/2010",,,0,0,0
,,,,,,,,,,,,,,,
"S-56","Project S","MMF","S","02/07/2010","12/07/2010","12/07/2010","12/07/2010",,,"22/07/2010",,,0,0,0
,,,,,,,,,,,,,,,
"S-64","Project S","Bug",,"29/07/2010","10/08/2010","10/08/2010","10/08/2010",,,"10/08/2010",,,0,0,0
,,,,,,,,,,,,,,,
"S-65","Project S","MMF","S","29/07/2010","09/08/2010","09/08/2010","09/08/2010",,,"09/08/2010",,,0,0,0
,,,,,,,,,,,,,,,
"S-66","Project S","MMF",,"29/07/2010","06/08/2010","06/08/2010","12/08/2010",,,"18/08/2010",,,0,0,0
,,,,,,,,,,,,,,,
"S-67","Project S","Bug",,"29/07/2010","09/08/2010","09/08/2010","09/08/2010",,,"09/08/2010",,,0,0,0
,,,,,,,,,,,,,,,
"S-69","Project S","MMF","S","03/08/2010","04/08/2010","04/08/2010","04/08/2010",,,"05/08/2010",,,0,0,0
,,,,,,,,,,,,,,,
"C-110","Project C","MMF",,"21/01/2010","21/01/2010","21/01/2010",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"C-111","Project C","Bug","S","09/08/2010","09/08/2010","09/08/2010","09/08/2010",,,"09/08/2010",,"27/08/2010",15,15,0
,,,,,,,,,,,,,,,
"C-112","Project C","Bug",,"16/08/2010","16/08/2010","16/08/2010","16/08/2010",,,"17/08/2010",,"27/08/2010",10,10,0
,,,,,,,,,,,,,,,
"A-205","Project A","Bug",,"08/10/2009",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-206","Project A","MMF","S","09/06/2010","25/06/2010","25/06/2010","25/06/2010",,,"28/06/2010",,"27/08/2010",58,46,0
,,,,,,,,,,,,,,,
"C-113","Project C","MMF",,"14/01/2010","03/03/2010","03/03/2010","03/03/2010",,,"03/03/2010",,"27/08/2010",162,128,0
,,,,,,,,,,,,,,,
"C-114","Project C","Bug",,"02/08/2010","03/08/2010","03/08/2010","03/08/2010",,,,,"27/08/2010",20,19,0
,,,,,,,,,,,,,,,
"C-115","Project C","Bug",,"01/06/2010","01/06/2010","01/06/2010","01/06/2010",,,"02/06/2010",,"27/08/2010",64,64,0
,,,,,,,,,,,,,,,
"A-207","Project A","MMF","S","03/09/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-208","Project A","MMF","S","03/09/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-77","Project S","Bug",,"03/09/2010","03/09/2010","03/09/2010","03/09/2010","06/09/2010","06/09/2010","06/09/2010","15/09/2010","08/10/2010",26,26,2
,,,,,,,,,,,,,,,
"A-209","Project A","MMF","S","03/09/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-78","Project S","Bug",,"06/09/2010","06/09/2010",,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"C-116","Project C","Bug",,"08/09/2010","08/09/2010","08/09/2010","08/09/2010","08/09/2010","10/09/2010","10/09/2010","15/09/2010","14/10/2010",27,27,3
,,,,,,,,,,,,,,,
"A-210","Project A","Bug",,"13/09/2010","13/09/2010","13/09/2010",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-211","Project A","Bug",,"13/09/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-79","Project S","Bug",,"15/09/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-212","Project A","Bug",,"15/09/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-213","Project A","MMF","S","16/09/2010","21/09/2010","21/09/2010","21/09/2010","06/10/2010","06/10/2010","06/10/2010","08/10/2010","13/10/2010",20,17,12
,,,,,,,,,,,,,,,
"A-214","Project A","MMF","S","16/09/2010","21/09/2010","21/09/2010","08/10/2010","08/10/2010","08/10/2010","08/10/2010","08/10/2010","13/10/2010",20,4,1
,,,,,,,,,,,,,,,
"A-215","Project A","MMF","S","16/09/2010","21/09/2010","21/09/2010","08/10/2010","26/10/2010","18/11/2010","18/11/2010","18/11/2010","26/11/2010",52,36,30
,,,,,,,,,,,,,,,
"S-80","Project S","Bug",,"17/09/2010","20/09/2010",,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-81","Project S","MMF","S","20/09/2010","21/10/2010","21/10/2010",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-216","Project A","Bug",,"20/09/2010","24/09/2010","24/09/2010","24/09/2010","28/09/2010","28/09/2010","06/10/2010","06/10/2010","08/10/2010",15,11,3
,,,,,,,,,,,,,,,
"A-217","Project A","Bug",,"21/09/2010","17/11/2010","18/11/2010","18/11/2010","24/11/2010","25/11/2010","25/11/2010","25/11/2010","29/11/2010",50,8,6
,,,,,,,,,,,,,,,
"S-82","Project S","MMF","S","21/09/2010","21/09/2010","21/09/2010",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-218","Project A","MMF","S","21/09/2010","18/01/2011","18/01/2011","18/01/2011","18/01/2011","18/01/2011","18/01/2011","18/01/2011","18/01/2011",86,1,1
,,,,,,,,,,,,,,,
"A-219","Project A","MMF","S","21/09/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-83","Project S","MMF","S","21/09/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"C-117","Project C","MMF","S","21/09/2010","21/09/2010","21/09/2010",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-220","Project A","MMF","S","21/09/2010","22/09/2010","22/09/2010","22/09/2010","01/10/2010","01/10/2010","01/10/2010","01/10/2010","01/10/2010",9,8,8
,,,,,,,,,,,,,,,
"A-221","Project A","MMF","S","21/09/2010","21/09/2010","21/09/2010","15/10/2010","25/10/2010","25/10/2010","25/10/2010","25/10/2010","25/10/2010",25,7,7
,,,,,,,,,,,,,,,
"S-84","Project S","MMF","S","21/09/2010","21/09/2010","21/09/2010","25/10/2010","25/10/2010","25/10/2010","25/10/2010","25/10/2010","25/10/2010",25,1,1
,,,,,,,,,,,,,,,
"A-222","Project A","MMF","S","24/09/2010","28/09/2010","28/09/2010","28/09/2010","28/09/2010","06/10/2010","06/10/2010","06/10/2010","13/10/2010",14,12,7
,,,,,,,,,,,,,,,
"A-223","Project A","Bug",,"27/09/2010","27/09/2010",,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-224","Project A","Bug",,"28/09/2010","15/12/2010",,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-225","Project A","MMF","M","01/10/2010","01/10/2010","01/10/2010","01/10/2010","01/10/2010","13/10/2010","13/10/2010","13/10/2010","13/10/2010",9,9,9
,,,,,,,,,,,,,,,
"A-226","Project A","MMF","S","01/10/2010","01/10/2010","01/10/2010","01/10/2010","01/10/2010","01/10/2010","04/10/2010","06/10/2010","08/10/2010",6,6,1
,,,,,,,,,,,,,,,
"A-227","Project A","MMF","M","01/10/2010","24/11/2010","11/11/2010","01/10/2010",,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-228","Project A","MMF","M","01/10/2010","01/10/2010","01/10/2010","04/10/2010","04/10/2010","04/10/2010","04/10/2010","06/10/2010","03/11/2010",24,23,1
,,,,,,,,,,,,,,,
"S-85","Project S","MMF","S","06/10/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-229","Project A","MMF","M","06/10/2010","07/10/2010","07/10/2010","07/10/2010","07/10/2010","07/10/2010","07/10/2010","07/10/2010","08/10/2010",3,2,1
,,,,,,,,,,,,,,,
"A-230","Project A","MMF","S","06/10/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-231","Project A","Bug",,"06/10/2010","18/10/2010","18/10/2010","18/10/2010","18/11/2010","18/11/2010","18/11/2010","18/11/2010","26/11/2010",38,30,24
,,,,,,,,,,,,,,,
"A-232","Project A","Bug",,"06/10/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-86","Project S","Bug",,"12/10/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-87","Project S","Bug",,"12/10/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-88","Project S","Bug",,"12/10/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-233","Project A","Bug",,"14/10/2010","17/11/2010","17/11/2010","17/11/2010","17/11/2010","18/11/2010","18/11/2010","18/11/2010","26/11/2010",32,8,2
,,,,,,,,,,,,,,,
"A-234","Project A","MMF","M","15/10/2010","15/10/2010","21/10/2010","21/10/2010","21/10/2010","21/10/2010","21/10/2010","21/10/2010","21/10/2010",5,1,1
,,,,,,,,,,,,,,,
"A-235","Project A","Bug",,"21/10/2010","21/10/2010",,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-236","Project A","Bug",,"21/10/2010","21/10/2010","21/10/2010","21/10/2010","21/10/2010","21/10/2010","21/10/2010","21/10/2010","21/10/2010",1,1,1
,,,,,,,,,,,,,,,
"A-237","Project A","MMF","S","22/10/2010","28/10/2010","28/10/2010","28/10/2010","28/10/2010","10/11/2010","10/11/2010","10/11/2010","12/11/2010",16,12,10
,,,,,,,,,,,,,,,
"A-238","Project A","MMF","S","22/10/2010","22/10/2010",,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-239","Project A","MMF","S","22/10/2010","29/10/2010","29/10/2010","29/10/2010","04/11/2010","04/11/2010","04/11/2010","08/11/2010","15/11/2010",17,12,5
,,,,,,,,,,,,,,,
"A-240","Project A","MMF","M","22/10/2010","22/10/2010","22/10/2010","22/10/2010","02/11/2010","02/11/2010","02/11/2010","02/11/2010","03/11/2010",9,9,8
,,,,,,,,,,,,,,,
"S-89","Project S","MMF",,"27/10/2010","18/11/2010","18/11/2010","04/01/2011","04/01/2011","04/01/2011","04/01/2011","04/01/2011","04/01/2011",50,1,1
,,,,,,,,,,,,,,,
"C-118","Project C","Bug",,"01/11/2010","07/12/2010","07/12/2010","07/12/2010","07/12/2010","08/12/2010","16/12/2010","16/12/2010","06/01/2011",49,23,2
,,,,,,,,,,,,,,,
"S-90","Project S","MMF","S","02/11/2010","02/11/2010","02/11/2010","02/11/2010","11/11/2010","22/11/2010","24/11/2010","08/12/2010","14/12/2010",31,31,15
,,,,,,,,,,,,,,,
"S-91","Project S","MMF","M","03/11/2010","11/11/2010","03/11/2010",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-241","Project A","Bug",,"03/11/2010","09/11/2010","09/11/2010","15/11/2010","17/11/2010","18/11/2010","18/11/2010","18/11/2010","26/11/2010",18,10,4
,,,,,,,,,,,,,,,
"A-242","Project A","Bug",,"03/11/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-243","Project A","Bug",,"04/11/2010","04/11/2010","04/11/2010","04/11/2010","04/11/2010","04/11/2010","06/11/2010","07/11/2010","08/11/2010",3,3,1
,,,,,,,,,,,,,,,
"S-100","Project S","Bug",,"04/11/2010","08/11/2010","08/11/2010","08/11/2010","08/11/2010","09/11/2010","10/11/2010","18/11/2010","14/12/2010",29,27,2
,,,,,,,,,,,,,,,
"A-245","Project A","MMF",,"04/11/2010","08/06/2011","14/06/2011","14/06/2011",,"14/06/2011","14/06/2011","15/06/2011","15/06/2011",160,2,1
,,,,,,,,,,,,,,,
"S-99","Project S","Bug",,"05/11/2010","09/11/2010","09/11/2010","09/11/2010","09/11/2010","10/11/2010","10/11/2010","18/11/2010","14/12/2010",28,26,2
,,,,,,,,,,,,,,,
"A-247","Project A","MMF","S","05/11/2010","09/11/2010","09/11/2010","15/11/2010","15/11/2010","15/11/2010","18/11/2010","18/11/2010","26/11/2010",16,10,1
,,,,,,,,,,,,,,,
"S-92","Project S","Bug",,"05/11/2010","09/11/2010",,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-248","Project A","Bug",,"05/11/2010","09/11/2010","09/11/2010","09/11/2010","09/11/2010","10/11/2010","10/11/2010","10/11/2010","12/11/2010",6,4,2
,,,,,,,,,,,,,,,
"A-249","Project A","Bug",,"05/11/2010","08/11/2010","08/11/2010","08/11/2010","10/11/2010","10/11/2010","10/11/2010","10/11/2010","12/11/2010",6,5,3
,,,,,,,,,,,,,,,
"S-98","Project S","Bug",,"09/11/2010","18/11/2010","18/11/2010",,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-94","Project S","Bug",,"09/11/2010","18/11/2010","18/11/2010","05/01/2011","05/01/2011","06/01/2011","06/01/2011","12/01/2011","12/01/2011",47,6,2
,,,,,,,,,,,,,,,
"S-97","Project S","Bug",,"10/11/2010","18/11/2010",,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-254","Project A","Bug",,"10/11/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-96","Project S","Bug",,"10/11/2010","12/01/2011","12/01/2011","10/03/2011","22/03/2011","22/03/2011","22/03/2011","24/03/2011","25/03/2011",98,12,9
,,,,,,,,,,,,,,,
"S-95","Project S","Bug",,"10/11/2010","11/11/2010","11/11/2010","18/11/2010","03/12/2010","03/12/2010","03/12/2010","08/12/2010","14/12/2010",25,19,12
,,,,,,,,,,,,,,,
"S-93","Project S","Bug",,"10/11/2010",,,,,,,,"28/09/2011",231,0,0
,,,,,,,,,,,,,,,
"A-258","Project A","Bug",,"12/11/2010","05/01/2011",,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"C-120","Project C","MMF",,"15/11/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"S-101","Project S","Bug",,"17/11/2010",,,,,,,,,0,0,0
,,,,,,,,,,,,,,,
"A-259","Project A","MMF","S","23/11/2010","23/11/2010","23/11/2010","14/12/2010","06/01/2011","06/01/2011","06/01/2011","06/01/2011","06/01/2011",33,18,18
,,,,,,,,,,,,,,,
"A-260","Project A","MMF","S","23/11/2010","23/11/2010","23/11/2010","12/01/2011","13/01/2011","14/01/2011","14/01/2011","14/01/2011","14/01/2011",39,3,3
,,,,,,,,,,,,,,,
"A-261","Project A","MMF","S","23/11/2010","23/11/2010","23/11/2010","12/01/2011","14/01/2011","14/01/2011","14/01/2011","14/01/2011","14/01/2011",39,3,3
,,,,,,,,,,,,,,,
"A-262","Project A","MMF","S","24/11/2010","24/11/2010","24/11/2010","24/11/2010","24/11/2010","24/11/2010","24/11/2010","24/11/2010","24/11/2010",1,1,1
,,,,,,,,,,,,,,,
"A-263","Project A","MMF","S","24/11/2010","24/11/2010","24/11/2010","24/11/2010","30/11/2010","30/11/2010","08/12/2010","08/12/2010","08/12/2010",11,11,5
,,,,,,,,,,,,,,,
"A-264","Project A","MMF","M","24/11/2010","24/11/2010","02/12/2010","14/12/2010","21/12/2010","05/01/2011","05/01/2011","06/01/2011","06/01/2011",32,18,17
,,,,,,,,,,,,,,,
"A-265","Project A","MMF","S","25/11/2010","25/11/2010","25/11/2010","25/11/2010","29/11/2010","29/11/2010","29/11/2010","29/11/2010","29/11/2010",3,3,3
,,,,,,,,,,,,,,,
"A-266","Project A","MMF","M","25/11/2010","25/11/2010","25/11/2010","30/11/2010","13/12/2010","13/12/2010","13/12/2010","13/12/2010","13/12/2010",13,10,10
,,,,,,,,,,,,,,,
"C-121","Project C","Bug",,"30/11/2010","03/12/2010","03/12/2010","03/12/2010","08/12/2010","16/12/2010","16/12/2010","16/12/2010","06/01/2011",28,25,10
,,,,,,,,,,,,,,,
"A-269","Project A","MMF","S","03/12/2010","03/12/2010","03/12/2010","03/12/2010","03/12/2010","03/12/2010","03/12/2010","08/12/2010","14/12/2010",8,8,1
,,,,,,,,,,,,,,,
